locus_tag,gene_name,accession,old_locus_tag,start,stop,strand,gene_product,COG,uniprot,operon
Rv3434c,Rv3434c,NC_000962.3,,3853215,3853928,-,transmembrane protein,No COG annotation,I6YC44,Op2152
Rv3435c,Rv3435c,NC_000962.3,,3853939,3854793,-,transmembrane protein,Function unknown,O06252,Op2152
Rv3436c,glmS,NC_000962.3,,3855015,3856889,-,glucosamine--fructose-6-phosphate aminotransferase,Cell wall/membrane/envelope biogenesis,P9WN49,Op2153
Rv3437,Rv3437,NC_000962.3,,3856911,3857387,+,transmembrane protein,No COG annotation,I6YG51,Op2154
Rv3438,Rv3438,NC_000962.3,,3857397,3858239,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",I6X7B3,Op2154
Rv3439c,Rv3439c,NC_000962.3,,3858259,3859662,-,hypothetical protein,No COG annotation,I6YC49,Op2155
Rv3440c,Rv3440c,NC_000962.3,,3859665,3859976,-,hypothetical protein,No COG annotation,O06257,Op2155
Rv3441c,mrsA,NC_000962.3,,3860024,3861370,-,phosphoglucosamine mutase,Carbohydrate transport and metabolism,P9WN41,Op2156
Rv3442c,rpsI,NC_000962.3,,3861495,3861950,-,30S ribosomal protein S9,"Translation, ribosomal structure and biogenesis",P9WH25,Op2157
Rv3443c,rplM,NC_000962.3,,3861947,3862390,-,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",P9WHE1,Op2157
Rv3444c,esxT,NC_000962.3,,3862624,3862926,-,ESAT-6 like protein EsxT,Function unknown,I6YC53,Op2158
Rv3445c,esxU,NC_000962.3,,3862947,3863264,-,ESAT-6 like protein EsxU,Function unknown,I6Y3I6,Op2158
Rv3446c,Rv3446c,NC_000962.3,,3863317,3864531,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",O06263,Op2159
Rv3447c,eccC4,NC_000962.3,,3864528,3868238,-,ESX-4 secretion system protein EccC4,"Cell cycle control, cell division, chromosome partitioning",P9WNA7,Op2159
Rv3448,eccD4,NC_000962.3,,3868352,3869755,+,ESX-4 secretion system protein EccD4,Function unknown,P9WNQ1,Op2160
Rv3449,mycP4,NC_000962.3,,3869752,3871119,+,membrane-anchored mycosin,Cell wall/membrane/envelope biogenesis,I6YC58,Op2160
Rv3450c,eccB4,NC_000962.3,,3871084,3872496,-,ESX-4 secretion system protein EccB4,Function unknown,P9WNR1,Op2161
Rv3451,cut3,NC_000962.3,,3872617,3873405,+,cutinase,Cell wall/membrane/envelope biogenesis,P9WP39,Op2162
Rv3452,cut4,NC_000962.3,,3873452,3874132,+,cutinase,Cell wall/membrane/envelope biogenesis,O06319,Op2163
Rv3455c,truA,NC_000962.3,,3876052,3876822,-,tRNA pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",P9WHP9,Op2164
Rv3456c,rplQ,NC_000962.3,,3876890,3877432,-,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",P9WHD3,Op2165
Rv3457c,rpoA,NC_000962.3,,3877464,3878507,-,DNA-directed RNA polymerase subunit alpha,Transcription,P9WGZ1,Op2165
Rv3458c,rpsD,NC_000962.3,,3878659,3879264,-,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",P9WH35,Op2166
Rv3459c,rpsK,NC_000962.3,,3879273,3879692,-,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",P9WH65,Op2166
Rv3460c,rpsM,NC_000962.3,,3879696,3880070,-,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",P9WH61,Op2166
Rv3461c,rpmJ,NC_000962.3,,3880286,3880399,-,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",P9WH89,Op2167
Rv3462c,infA,NC_000962.3,,3880432,3880653,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",P9WKK3,Op2167
Rv3463,Rv3463,NC_000962.3,,3880907,3881764,+,hypothetical protein,Energy production and conversion,I6X7D4,Op2168
Rv3464,rmlB,NC_000962.3,,3881837,3882832,+,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,P9WN65,Op2169
Rv3465,rmlC,NC_000962.3,,3882834,3883442,+,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Cell wall/membrane/envelope biogenesis,P9WH11,Op2169
Rv3466,Rv3466,NC_000962.3,,3883525,3884193,+,hypothetical protein,Defense mechanisms,P9WKY1,Op2170
Rv3467,Rv3467,NC_000962.3,,3883964,3884917,+,hypothetical protein,Defense mechanisms,Q50655,Op2171
Rv3468c,Rv3468c,NC_000962.3,,3884975,3886069,-,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,Q6MWX3,Op2172
Rv3469c,mhpE,NC_000962.3,,3886073,3887083,-,4-hydroxy-2-oxovalerate aldolase MhpE,Amino acid transport and metabolism,O06334,Op2172
Rv3470c,ilvB2,NC_000962.3,,3887144,3888802,-,acetolactate synthase large subunit,Coenzyme transport and metabolism,O06335,Op2173
Rv3471c,Rv3471c,NC_000962.3,,3888808,3889341,-,hypothetical protein,Carbohydrate transport and metabolism,O06336,Op2173
Rv3472,Rv3472,NC_000962.3,,3889362,3889868,+,hypothetical protein,Function unknown,I6YG83,Op2174
Rv3473c,bpoA,NC_000962.3,,3889948,3890733,-,peroxidase BpoA,Lipid transport and metabolism,O06338,Op2175
Rv3477,PE31,NC_000962.3,,3894093,3894389,+,PE family protein PE31,Function unknown,I6YG87,Op2176
Rv3478,PPE60,NC_000962.3,,3894426,3895607,+,PE family protein PPE60,Cell motility,Q6MWX1,Op2176
Rv3479,Rv3479,NC_000962.3,,3895820,3898885,+,transmembrane protein,Function unknown,O06342,Op2177
Rv3480c,Rv3480c,NC_000962.3,,3898909,3900402,-,diacyglycerol O-acyltransferase,Lipid transport and metabolism,P9WKA7,Op2178
Rv3481c,Rv3481c,NC_000962.3,,3900493,3901182,-,integral membrane protein,Amino acid transport and metabolism,I6XHC3,Op2179
Rv3482c,Rv3482c,NC_000962.3,,3901324,3902106,-,membrane protein,No COG annotation,I6YG92,Op2180
Rv3483c,Rv3483c,NC_000962.3,,3902150,3902812,-,hypothetical protein,Function unknown,I6X7F2,Op2181
Rv3484,Rv3484,NC_000962.3,,3903078,3904616,+,hypothetical protein,Transcription,O06347,Op2182
Rv3485c,Rv3485c,NC_000962.3,,3904622,3905566,-,short-chain type dehydrogenase/reductase,Lipid transport and metabolism,O06348,Op2183
Rv3486,Rv3486,NC_000962.3,,3905772,3906221,+,hypothetical protein,Function unknown,O06349,Op2184
Rv3487c,lipF,NC_000962.3,,3906174,3907007,-,carboxylesterase LipF,Lipid transport and metabolism,O06350,Op2185
Rv3488,Rv3488,NC_000962.3,,3907667,3907990,+,hypothetical protein,Transcription,I6X7F9,Op2186
Rv3489,Rv3489,NC_000962.3,,3908072,3908236,+,hypothetical protein,No COG annotation,I6YC91,Op2187
Rv3490,otsA,NC_000962.3,,3908236,3909738,+,trehalose-phosphate synthase,Carbohydrate transport and metabolism,P9WN11,Op2187
Rv3491,Rv3491,NC_000962.3,,3909890,3910468,+,hypothetical protein,No COG annotation,I6XHD1,Op2188
Rv3492c,Rv3492c,NC_000962.3,,3910465,3910947,-,Mce associated protein,Function unknown,I6YGA5,Op2189
Rv3493c,Rv3493c,NC_000962.3,,3910947,3911675,-,Mce associated protein,No COG annotation,I6X7G4,Op2189
Rv3494c,mce4F,NC_000962.3,,3911675,3913369,-,Mce family protein Mce4,"Secondary metabolites biosynthesis, transport, and catabolism",I6YC95,Op2189
Rv3495c,lprN,NC_000962.3,,3913380,3914534,-,Mce family lipoprotein LprN,"Secondary metabolites biosynthesis, transport, and catabolism",I6Y3P1,Op2189
Rv3496c,mce4D,NC_000962.3,,3914531,3915886,-,Mce family protein Mce4D,"Secondary metabolites biosynthesis, transport, and catabolism",I6XHD6,Op2189
Rv3497c,mce4C,NC_000962.3,,3915883,3916956,-,Mce family protein Mce4C,"Secondary metabolites biosynthesis, transport, and catabolism",I6YGB1,Op2189
Rv3498c,mce4B,NC_000962.3,,3916946,3917998,-,Mce family protein Mce4B,"Secondary metabolites biosynthesis, transport, and catabolism",I6X7G8,Op2189
Rv3499c,mce4A,NC_000962.3,,3917998,3919200,-,Mce family protein Mce4A,"Secondary metabolites biosynthesis, transport, and catabolism",I6YC99,Op2189
Rv3500c,yrbE4B,NC_000962.3,,3919220,3920062,-,integral membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism",I6Y3P5,Op2189
Rv3501c,yrbE4A,NC_000962.3,,3920097,3920861,-,integral membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism",O53546,Op2189
Rv3502c,Rv3502c,NC_000962.3,,3921087,3922040,-,3-oxoacyl-ACP reductase,Lipid transport and metabolism,O53547,Op2190
Rv3503c,fdxD,NC_000962.3,,3922065,3922256,-,ferredoxin FdxD,Energy production and conversion,I6X7H4,Op2190
Rv3504,fadE26,NC_000962.3,,3922471,3923673,+,acyl-CoA dehydrogenase FadE26,Lipid transport and metabolism,I6YCA3,Op2191
Rv3505,fadE27,NC_000962.3,,3923698,3924819,+,acyl-CoA dehydrogenase FadE27,Lipid transport and metabolism,I6Y3Q0,Op2191
Rv3506,fadD17,NC_000962.3,,3924890,3926398,+,long-chain-fatty-acid--CoA ligase FadD17,Lipid transport and metabolism,O53551,Op2191
Rv3507,PE_PGRS53,NC_000962.3,,3926569,3930714,+,PE-PGRS family protein PE_PGRS53,No COG annotation,Q6MWW9,Op2192
Rv3508,PE_PGRS54,NC_000962.3,,3931005,3936710,+,PE-PGRS family protein PE_PGRS54,No COG annotation,O53553,Op2193
Rv3509c,ilvX,NC_000962.3,,3936877,3938424,-,acetohydroxyacid synthase large subunit,Amino acid transport and metabolism,O53554,Op2194
Rv3510c,Rv3510c,NC_000962.3,,3938421,3939257,-,hypothetical protein,Function unknown,I6Y3Q7,Op2194
Rv3511,PE_PGRS55,NC_000962.3,,3939617,3941761,+,PE-PGRS family protein PE_PGRS55,No COG annotation,Q6MWW8,Op2195
Rv3512,PE_PGRS56,NC_000962.3,,3943812,3944963,+,PE-PGRS family protein PE_PGRS56,No COG annotation,UPI00031D251B,Op2195
Rv3513c,fadD18,NC_000962.3,,3945092,3945748,-,fatty-acid--CoA ligase FadD18,Lipid transport and metabolism,I6YGC8,Op2196
Rv3514,PE_PGRS57,NC_000962.3,,3945794,3950263,+,PE-PGRS family protein PE_PGRS57,No COG annotation,Q6MWW6,Op2197
Rv3515c,fadD19,NC_000962.3,,3950824,3952470,-,acyl-CoA synthetase,Lipid transport and metabolism,P9WQ51,Op2198
Rv3516,echA19,NC_000962.3,,3952544,3953335,+,enoyl-CoA hydratase EchA19,Lipid transport and metabolism,O53561,Op2199
Rv3517,Rv3517,NC_000962.3,,3953431,3954270,+,hypothetical protein,Function unknown,O53562,Op2200
Rv3518c,cyp142,NC_000962.3,,3954325,3955521,-,cytochrome P450 monooxygenase Cyp142,"Secondary metabolites biosynthesis, transport, and catabolism",P9WPL5,Op2201
Rv3519,Rv3519,NC_000962.3,,3955550,3956260,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O53564,Op2202
Rv3520c,Rv3520c,NC_000962.3,,3956325,3957368,-,coenzyme F420-dependent oxidoreductase,Energy production and conversion,O53565,Op2203
Rv3521,Rv3521,NC_000962.3,,3957521,3958432,+,hypothetical protein,Function unknown,O53566,Op2204
Rv3522,ltp4,NC_000962.3,,3958448,3959512,+,lipid transfer protein,Lipid transport and metabolism,O53567,Op2204
Rv3523,ltp3,NC_000962.3,,3959529,3960713,+,lipid carrier protein,Lipid transport and metabolism,I6YGD8,Op2204
Rv3524,Rv3524,NC_000962.3,,3960755,3961786,+,membrane protein,Function unknown,I6X7J6,Op2205
Rv3525c,Rv3525c,NC_000962.3,,3961800,3962324,-,siderophore-binding protein,Function unknown,I6YCB9,Op2206
Rv3526,kshA,NC_000962.3,,3962439,3963599,+,3-ketosteroid-9-alpha-monooxygenase oxygenase subunit,Inorganic ion transport and metabolism,P71875,Op2207
Rv3527,Rv3527,NC_000962.3,,3963605,3964054,+,hypothetical protein,No COG annotation,I6XHG6,Op2207
Rv3528c,Rv3528c,NC_000962.3,,3964479,3965192,-,hypothetical protein,No COG annotation,I6YGE4,Op2208
Rv3529c,Rv3529c,NC_000962.3,,3965884,3967038,-,hypothetical protein,Function unknown,I6YCC4,Op2209
Rv3530c,Rv3530c,NC_000962.3,,3967038,3967820,-,oxidoreductase,Lipid transport and metabolism,I6Y3S9,Op2209
Rv3531c,Rv3531c,NC_000962.3,,3967817,3968944,-,hypothetical protein,Function unknown,I6XHH2,Op2209
Rv3532,PPE61,NC_000962.3,,3969343,3970563,+,PPE family protein PPE61,Cell motility,P9WHX9,Op2210
Rv3533c,PPE62,NC_000962.3,,3970705,3972453,-,PPE family protein PPE62,Cell motility,P9WHX7,Op2211
Rv3534c,hsaF,NC_000962.3,,3972552,3973592,-,4-hydroxy-2-oxovalerate aldolase,Amino acid transport and metabolism,P9WMK5,Op2212
Rv3535c,hsaG,NC_000962.3,,3973589,3974500,-,acetaldehyde dehydrogenase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WQH3,Op2212
Rv3536c,hsaE,NC_000962.3,,3974511,3975296,-,hydratase,"Secondary metabolites biosynthesis, transport, and catabolism",I6XHH5,Op2212
Rv3537,kstD,NC_000962.3,,3975369,3977060,+,3-oxosteroid 1-dehydrogenase,Energy production and conversion,P71864,Op2213
Rv3538,Rv3538,NC_000962.3,,3977062,3977922,+,dehydrogenase,Lipid transport and metabolism,Q6MWW2,Op2213
Rv3539,PPE63,NC_000962.3,,3978059,3979498,+,PPE family protein PPE63,Cell motility,P9WHX5,Op2214
Rv3540c,ltp2,NC_000962.3,,3979499,3980659,-,lipid transfer protein,Lipid transport and metabolism,I6Y3T7,Op2215
Rv3541c,Rv3541c,NC_000962.3,,3980659,3981048,-,hypothetical protein,Lipid transport and metabolism,I6XHI0,Op2215
Rv3542c,Rv3542c,NC_000962.3,,3981045,3981980,-,hypothetical protein,Function unknown,I6YGF8,Op2215
Rv3543c,fadE29,NC_000962.3,,3981977,3983140,-,acyl-CoA dehydrogenase FadE29,Lipid transport and metabolism,P71858,Op2215
Rv3544c,fadE28,NC_000962.3,,3983125,3984144,-,acyl-CoA dehydrogenase FadE28,Lipid transport and metabolism,P71857,Op2215
Rv3545c,cyp125,NC_000962.3,,3984144,3985445,-,steroid C26-monooxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WPP1,Op2215
Rv3546,fadA5,NC_000962.3,,3985557,3986732,+,acetyl-CoA acetyltransferase FadA,Lipid transport and metabolism,I6XHI4,Op2216
Rv3547,ddn,NC_000962.3,,3986844,3987299,+,deazaflavin-dependent nitroreductase,Inorganic ion transport and metabolism,P9WP15,Op2217
Rv3548c,Rv3548c,NC_000962.3,,3987382,3988296,-,short-chain type dehydrogenase/reductase,Lipid transport and metabolism,P71853,Op2218
Rv3549c,Rv3549c,NC_000962.3,,3988319,3989098,-,short-chain type dehydrogenase/reductase,Lipid transport and metabolism,I6YCE1,Op2218
Rv3550,echA20,NC_000962.3,,3989153,3989896,+,enoyl-CoA hydratase EchA20,Lipid transport and metabolism,I6Y3U6,Op2219
Rv3551,Rv3551,NC_000962.3,,3989896,3990774,+,CoA-transferase subunit alpha,Lipid transport and metabolism,P9WPW1,Op2219
Rv3552,Rv3552,NC_000962.3,,3990771,3991523,+,CoA-transferase subunit beta,Lipid transport and metabolism,P9WPV9,Op2219
Rv3553,Rv3553,NC_000962.3,,3991621,3992688,+,oxidoreductase,Function unknown,P71847,Op2220
Rv3554,fdxB,NC_000962.3,,3992685,3994742,+,electron transfer protein FdxB,Energy production and conversion,P71846,Op2220
Rv3555c,Rv3555c,NC_000962.3,,3994830,3995699,-,hypothetical protein,Function unknown,P96837,Op2221
Rv3556c,fadA6,NC_000962.3,,3995804,3996964,-,acetyl-CoA acetyltransferase FadA,Lipid transport and metabolism,I6XHJ3,Op2222
Rv3557c,Rv3557c,NC_000962.3,,3997029,3997631,-,HTH-type transcriptional regulator KstR2,Transcription,P9WMB9,Op2223
Rv3558,PPE64,NC_000962.3,,3997980,3999638,+,PPE family protein PPE64,Cell motility,Q6MWW0,Op2224
Rv3559c,Rv3559c,NC_000962.3,,3999647,4000435,-,oxidoreductase,Lipid transport and metabolism,I6YCF0,Op2225
Rv3560c,fadE30,NC_000962.3,,4000432,4001589,-,acyl-CoA dehydrogenase FadE30,Lipid transport and metabolism,I6Y3V5,Op2225
Rv3561,fadD3,NC_000962.3,,4001637,4003160,+,fatty-acid--CoA ligase FadD3,Lipid transport and metabolism,P96843,Op2226
Rv3562,fadE31,NC_000962.3,,4003161,4004294,+,acyl-CoA dehydrogenase FadE31,Lipid transport and metabolism,I6YGH7,Op2226
Rv3563,fadE32,NC_000962.3,,4004291,4005250,+,acyl-CoA dehydrogenase FadE32,Lipid transport and metabolism,P96845,Op2226
Rv3564,fadE33,NC_000962.3,,4005247,4006203,+,acyl-CoA dehydrogenase FadE33,Lipid transport and metabolism,I6YCF5,Op2226
Rv3565,aspB,NC_000962.3,,4006200,4007366,+,aspartate aminotransferase AspB,Amino acid transport and metabolism,P96847,Op2226
Rv3566c,nat,NC_000962.3,,4007331,4008182,-,arylamine N-acetyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WJI5,Op2227
Rv3566A,Rv3566A,NC_000962.3,,4008167,4008433,-,hypothetical protein,No COG annotation,I6YGI1,Op2227
Rv3567c,hsaB,NC_000962.3,,4008719,4009282,-,flavin-dependent monooxygenase reductase subunit HsaB,Function unknown,P9WND9,Op2228
Rv3568c,hsaC,NC_000962.3,,4009297,4010199,-,extradiol dioxygenase,Amino acid transport and metabolism,P9WNW7,Op2228
Rv3569c,hsaD,NC_000962.3,,4010196,4011071,-,4%2C5-9%2C10-diseco-3-hydroxy-5%2C9%2C17-trioxoandrosta-1(10)%2C2-diene-4-oate hydrolase,Lipid transport and metabolism,P9WNH5,Op2228
Rv3570c,hsaA,NC_000962.3,,4011086,4012270,-,flavin-dependent monooxygenase oxygenase subunit HsaA,Lipid transport and metabolism,P9WJA1,Op2228
Rv3571,kshB,NC_000962.3,,4012417,4013493,+,3-ketosteroid-9-alpha-hydroxylase reductase subunit,Energy production and conversion,P9WJ93,Op2229
Rv3572,Rv3572,NC_000962.3,,4013511,4014041,+,hypothetical protein,No COG annotation,I6X7P2,Op2229
Rv3573c,fadE34,NC_000962.3,,4014077,4016212,-,acyl-CoA dehydrogenase FadE34,Lipid transport and metabolism,P96855,Op2230
Rv3574,kstR,NC_000962.3,,4016484,4017083,+,HTH-type transcriptional regulator KstR,Transcription,P96856,Op2231
Rv3575c,Rv3575c,NC_000962.3,,4017089,4018168,-,LacI family transcriptional regulator,Transcription,P96857,Op2232
Rv3576,lppH,NC_000962.3,,4018358,4019071,+,lipoprotein LppH,Transcription,I6YGJ4,Op2233
Rv3577,Rv3577,NC_000962.3,,4019262,4020128,+,hypothetical protein,Function unknown,P96859,Op2234
Rv3578,arsB2,NC_000962.3,,4020142,4021383,+,arsenic transport integral membrane protein ArsB,Inorganic ion transport and metabolism,I6YCG9,Op2234
Rv3579c,Rv3579c,NC_000962.3,,4021425,4022393,-,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,"Translation, ribosomal structure and biogenesis",P9WFY5,Op2235
Rv3580c,cysS1,NC_000962.3,,4022394,4023803,-,cysteine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P9WFW1,Op2235
Rv3581c,ispF,NC_000962.3,,4023868,4024347,-,2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,Lipid transport and metabolism,P9WKG5,Op2236
Rv3582c,ispD,NC_000962.3,,4024344,4025039,-,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,P9WKG9,Op2236
Rv3583c,Rv3583c,NC_000962.3,,4025056,4025544,-,RNA polymerase-binding transcription factor CarD,Transcription,P9WJG3,Op2236
Rv3584,lpqE,NC_000962.3,,4025830,4026378,+,lipoprotein LpqE,Function unknown,P9WK63,Op2237
Rv3585,radA,NC_000962.3,,4026444,4027886,+,DNA repair protein RadA,"Post-translational modification, protein turnover,and chaperones",P9WHJ9,Op2238
Rv3586,Rv3586,NC_000962.3,,4027891,4028967,+,DNA integrity scanning protein DisA,"Replication, recombination and repair",P9WNW5,Op2238
Rv3587c,Rv3587c,NC_000962.3,,4028968,4029762,-,membrane protein,No COG annotation,O53572,Op2239
Rv3588c,canB,NC_000962.3,,4029871,4030494,-,carbonic anhydrase,Inorganic ion transport and metabolism,P9WPJ9,Op2240
Rv3589,mutY,NC_000962.3,,4030493,4031407,+,A/G-specific adenine glycosylase,"Replication, recombination and repair",P9WQ09,Op2241
Rv3590c,PE_PGRS58,NC_000962.3,,4031404,4033158,-,PE-PGRS family protein PE_PGRS58,Lipid transport and metabolism,I6XHM5,Op2242
Rv3591c,Rv3591c,NC_000962.3,,4033269,4034042,-,hydrolase,Lipid transport and metabolism,I6YGL1,Op2243
Rv3592,Rv3592,NC_000962.3,,4034057,4034374,+,heme-degrading monooxygenase,Function unknown,P9WKH3,Op2244
Rv3593,lpqF,NC_000962.3,,4034352,4035710,+,lipoprotein LpqF,Defense mechanisms,O06155,Op2245
Rv3594,Rv3594,NC_000962.3,,4035857,4036684,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,I6Y3Z2,Op2246
Rv3595c,PE_PGRS59,NC_000962.3,,4036731,4038050,-,PE-PGRS family protein PE_PGRS59,Energy production and conversion,Q6MWV6,Op2247
Rv3596c,clpC1,NC_000962.3,,4038158,4040704,-,ATP-dependent protease ATP-binding subunit ClpC,"Post-translational modification, protein turnover,and chaperones",P9WPC9,Op2248
Rv3597c,lsr2,NC_000962.3,,4040981,4041319,-,iron-regulated H-NS-like protein,Function unknown,P9WIP7,Op2249
Rv3598c,lysS,NC_000962.3,,4041423,4042940,-,lysine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P9WFU9,Op2250
Rv3600c,Rv3600c,NC_000962.3,,4043041,4043859,-,type III pantothenate kinase,Nucleotide transport and metabolism,P9WPA1,Op2250
Rv3601c,panD,NC_000962.3,,4043862,4044281,-,aspartate 1-decarboxylase,Coenzyme transport and metabolism,P9WIL3,Op2250
Rv3602c,panC,NC_000962.3,,4044281,4045210,-,pantothenate synthetase,Coenzyme transport and metabolism,P9WIL5,Op2250
Rv3603c,Rv3603c,NC_000962.3,,4045207,4046118,-,hypothetical protein,Function unknown,O06279,Op2250
Rv3604c,Rv3604c,NC_000962.3,,4046303,4047496,-,transmembrane protein,No COG annotation,O06278,Op2251
Rv3605c,Rv3605c,NC_000962.3,,4047705,4048181,-,hypothetical protein,Function unknown,O06277,Op2252
Rv3606c,folK,NC_000962.3,,4048181,4048747,-,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase,Coenzyme transport and metabolism,P9WNC7,Op2252
Rv3607c,folB,NC_000962.3,,4048744,4049145,-,dihydroneopterin aldolase,Coenzyme transport and metabolism,P9WNC5,Op2252
Rv3608c,folP1,NC_000962.3,,4049138,4049980,-,dihydropteroate synthase,Coenzyme transport and metabolism,P9WND1,Op2252
Rv3609c,folE,NC_000962.3,,4049977,4050585,-,GTP cyclohydrolase I,Nucleotide transport and metabolism,P9WN57,Op2252
Rv3610c,ftsH,NC_000962.3,,4050601,4052883,-,zinc metalloprotease FtsH,"Post-translational modification, protein turnover,and chaperones",P9WQN3,Op2252
Rv3612c,Rv3612c,NC_000962.3,,4053518,4053847,-,hypothetical protein,No COG annotation,I6YGR2,Op2253
Rv3613c,Rv3613c,NC_000962.3,,4053881,4054042,-,hypothetical protein,No COG annotation,O06270,Op2253
Rv3614c,espD,NC_000962.3,,4054142,4054696,-,ESX-1 secretion-associated protein EspD,Function unknown,P9WJD5,Op2254
Rv3615c,espC,NC_000962.3,,4054812,4055123,-,ESX-1 secretion-associated protein EspC,Function unknown,P9WJD7,Op2255
Rv3616c,espA,NC_000962.3,,4055197,4056375,-,ESX-1 secretion-associated protein EspA,No COG annotation,P9WJE1,Op2256
Rv3617,ephA,NC_000962.3,,4057733,4058701,+,epoxide hydrolase EphA,Lipid transport and metabolism,I6YGS0,Op2257
Rv3618,Rv3618,NC_000962.3,,4058698,4059885,+,monooxygenase,Energy production and conversion,I6X7W8,Op2257
Rv3619c,esxV,NC_000962.3,,4059984,4060268,-,ESAT-6 like protein EsxV,Function unknown,P0DOA6,Op2258
Rv3620c,esxW,NC_000962.3,,4060295,4060591,-,ESAT-6 like protein EsxW,Function unknown,P9WNI3,Op2258
Rv3621c,PPE65,NC_000962.3,,4060648,4061889,-,PPE family protein PPE65,Cell motility,P9WHX3,Op2259
Rv3622c,PE32,NC_000962.3,,4061899,4062198,-,PE family protein PE32,Lipid transport and metabolism,I6YGS7,Op2259
Rv3623,lpqG,NC_000962.3,,4062527,4063249,+,lipoprotein LpqG,Function unknown,I6X7X3,Op2260
Rv3624c,hpt,NC_000962.3,,4063254,4063904,-,hypoxanthine-guanine phosphoribosyltransferase,Nucleotide transport and metabolism,P9WHQ9,Op2261
Rv3625c,mesJ,NC_000962.3,,4063901,4064872,-,tRNA(Ile)-lysidine synthase,"Translation, ribosomal structure and biogenesis",P9WG53,Op2261
Rv3626c,Rv3626c,NC_000962.3,,4064851,4065903,-,hypothetical protein,Function unknown,O06381,Op2262
Rv3627c,Rv3627c,NC_000962.3,,4065900,4067285,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,O06380,Op2262
Rv3628,ppa,NC_000962.3,,4067423,4067911,+,inorganic pyrophosphatase,Energy production and conversion,P9WI55,Op2263
Rv3629c,Rv3629c,NC_000962.3,,4067957,4069054,-,integral membrane protein,Function unknown,O06378,Op2264
Rv3630,Rv3630,NC_000962.3,,4069175,4070470,+,integral membrane protein,Function unknown,P9WKX9,Op2265
Rv3631,Rv3631,NC_000962.3,,4070514,4071239,+,transferase,Cell wall/membrane/envelope biogenesis,O06376,Op2266
Rv3632,Rv3632,NC_000962.3,,4071236,4071580,+,membrane protein,Function unknown,I6YGT7,Op2266
Rv3633,Rv3633,NC_000962.3,,4071791,4072666,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",P9WI89,Op2267
Rv3634c,galE1,NC_000962.3,,4072667,4073611,-,UDP-glucose 4-epimerase,Cell wall/membrane/envelope biogenesis,P9WN67,Op2268
Rv3635,Rv3635,NC_000962.3,,4073634,4075409,+,transmembrane protein,Cell wall/membrane/envelope biogenesis,I6Y460,Op2269
Rv3638,Rv3638,NC_000962.3,,4076984,4077730,+,transposase,"Replication, recombination and repair",I6XHU7,Op2270
Rv3639c,Rv3639c,NC_000962.3,,4077884,4078450,-,hypothetical protein,No COG annotation,I6YGU1,Op2271
Rv3640c,Rv3640c,NC_000962.3,,4078520,4079749,-,transposase,"Replication, recombination and repair",O06367,Op2272
Rv3641c,fic,NC_000962.3,,4079925,4080560,-,cell filamentation protein Fic,"Cell cycle control, cell division, chromosome partitioning",I6YCN3,Op2273
Rv3642c,Rv3642c,NC_000962.3,,4080571,4080765,-,hypothetical protein,No COG annotation,I6Y464,Op2273
Rv3643,Rv3643,NC_000962.3,,4081160,4081351,+,hypothetical protein,No COG annotation,O06364,Op2274
Rv3644c,Rv3644c,NC_000962.3,,4081516,4082721,-,DNA polymerase,"Replication, recombination and repair",O06363,Op2275
Rv3645,Rv3645,NC_000962.3,,4082807,4084456,+,transmembrane protein,Signal transduction mechanisms,I6X7Z3,Op2276
Rv3646c,topA,NC_000962.3,,4084453,4087257,-,DNA topoisomerase I,"Replication, recombination and repair",P9WG49,Op2277
Rv3647c,Rv3647c,NC_000962.3,,4087610,4088188,-,hypothetical protein,No COG annotation,I6Y469,Op2278
