locus_id,go_id,go_name
Rv2906c,GO:0005829,cytosol
Rv2907c,GO:0005840,ribosome
Rv2908c,GO:0003723,RNA binding
Rv2909c,GO:0015935,small ribosomal subunit
Rv2910c,GO:0016021,integral component of membrane
Rv2912c,GO:0005829,cytosol
Rv2913c,GO:0005829,cytosol
Rv2914c,GO:0016021,integral component of membrane
Rv2915c,GO:0050270,S-adenosylhomocysteine deaminase activity
Rv2916c,GO:1990904,ribonucleoprotein complex
Rv2917,GO:0005886,plasma membrane
Rv2918c,GO:0005886,plasma membrane
Rv2919c,GO:0005886,plasma membrane
Rv2920c,GO:0016021,integral component of membrane
Rv2921c,GO:0031226,intrinsic component of plasma membrane
Rv2922A,GO:0016787,hydrolase activity
Rv2922c,GO:0005886,plasma membrane
Rv2923c,GO:0005886,plasma membrane
Rv2924c,GO:0005886,plasma membrane
Rv2925c,GO:0005737,cytoplasm
Rv2926c,GO:0016021,integral component of membrane
Rv2927c,GO:0005886,plasma membrane
Rv2928,GO:0005886,plasma membrane
Rv2929,GO:0044119,growth of symbiont in host cell
Rv2930,GO:0005886,plasma membrane
Rv2931,GO:0034081,polyketide synthase complex
Rv2932,GO:0034081,polyketide synthase complex
Rv2933,GO:0034081,polyketide synthase complex
Rv2934,GO:0034081,polyketide synthase complex
Rv2935,GO:0034081,polyketide synthase complex
Rv2936,GO:0016020,membrane
Rv2937,ABC) transporter comple,ATP-binding cassette 
Rv2938,ABC) transporter comple,ATP-binding cassette 
Rv2939,GO:0005829,cytosol
Rv2941,GO:0005886,plasma membrane
Rv2942,GO:0016021,integral component of membrane
Rv2943A,GO:0006271,DNA strand elongation involved in DNA replication
Rv2944,GO:0006271,DNA strand elongation involved in DNA replication
Rv2945c,GO:0016020,membrane
Rv2946c,GO:0005886,plasma membrane
Rv2947c,GO:0005829,cytosol
Rv2948c,GO:0097041,phenolic phthiocerol biosynthetic process
Rv2949c,GO:0072330,monocarboxylic acid biosynthetic process
Rv2950c,GO:0097040,phthiocerol biosynthetic process
Rv2951c,GO:0005886,plasma membrane
Rv2952,GO:0005886,plasma membrane
Rv2953,GO:0005886,plasma membrane
Rv2957,GO:0009247,glycolipid biosynthetic process
Rv2958c,GO:0043231,intracellular membrane-bounded organelle
Rv2959c,GO:0005886,plasma membrane
Rv2962c,GO:0043231,intracellular membrane-bounded organelle
Rv2964,GO:0009058,biosynthetic process
Rv2965c,GO:0005737,cytoplasm
Rv2971,GO:0005886,plasma membrane
Rv2973c,GO:0005886,plasma membrane
Rv2976c,GO:0005737,cytoplasm
Rv2977c,GO:0016310,phosphorylation
Rv2980,GO:0016021,integral component of membrane
Rv2981c,GO:0005886,plasma membrane
Rv2982c,GO:0009331,glycerol-3-phosphate dehydrogenase complex
Rv2983,GO:0052645,F420-0 metabolic process
Rv2984,GO:0009358,polyphosphate kinase complex
Rv2985,GO:0006974,cellular response to DNA damage stimulus
Rv2986c,GO:0032993,protein-DNA complex
Rv2987c,GO:0009316,3-isopropylmalate dehydratase complex
Rv2988c,GO:0005618,cell wall
Rv2992c,GO:0005886,plasma membrane
Rv2993c,GO:0018773,acetylpyruvate hydrolase activity
Rv2994,GO:0016021,integral component of membrane
Rv2995c,GO:0005737,cytoplasm
Rv2996c,GO:0005886,plasma membrane
Rv2998,GO:0005886,plasma membrane
Rv3001c,GO:0005886,plasma membrane
Rv3002c,GO:0005948,acetolactate synthase complex
Rv3003c,GO:0005618,cell wall
Rv3004,GO:0005576,extracellular region
Rv3006,GO:0003824,catalytic activity
Rv3009c,GO:0005886,plasma membrane
Rv3010c,GO:0005945,6-phosphofructokinase complex
Rv3011c,Gln) amidotransferase comple,glutamyl-tRNA
Rv3012c,GO:0005618,cell wall
Rv3013,GO:0005829,cytosol
Rv3014c,GO:0005886,plasma membrane
Rv3017c,GO:0005576,extracellular region
Rv3018A,GO:0009379,Holliday junction helicase complex
Rv3018c,GO:0044119,growth of symbiont in host cell
Rv3019c,GO:0032991,protein-containing complex
Rv3021c/Rv3022c,GO:0009338,exodeoxyribonuclease V complex
Rv3022A,GO:0005975,carbohydrate metabolic process
Rv3024c,GO:0005737,cytoplasm
Rv3025c,GO:0016226,iron-sulfur cluster assembly
Rv3028c,GO:0005886,plasma membrane
Rv3029c,GO:0005886,plasma membrane
Rv3030,GO:0005886,plasma membrane
Rv3031,GO:0005886,plasma membrane
Rv3032,GO:0009103,lipopolysaccharide biosynthetic process
Rv3034c,GO:0005886,plasma membrane
Rv3037c,GO:0032259,methylation
Rv3039c,GO:0005886,plasma membrane
Rv3041c,ABC) transporter comple,ATP-binding cassette 
Rv3042c,GO:0044164,host cell cytosol
Rv3043c,GO:0070469,respirasome
Rv3045,GO:0005886,plasma membrane
Rv3048c,GO:0005971,ribonucleoside-diphosphate reductase complex
Rv3051c,GO:0005971,ribonucleoside-diphosphate reductase complex
Rv3052c,GO:0006464,cellular protein modification process
Rv3054c,GO:0005829,cytosol
Rv3056,GO:0005886,plasma membrane
Rv3059,GO:0055114,oxidation-reduction process
Rv3062,GO:0005737,cytoplasm
Rv3063,GO:0016021,integral component of membrane
Rv3065,GO:0016021,integral component of membrane
Rv3068c,GO:0005829,cytosol
Rv3069,GO:0016021,integral component of membrane
Rv3070,GO:0016021,integral component of membrane
Rv3071,GO:0005829,cytosol
Rv3073c,GO:0005886,plasma membrane
Rv3075c,GO:0006107,oxaloacetate metabolic process
Rv3080c,GO:0016020,membrane
Rv3082c,GO:0005829,cytosol
Rv3083,GO:0005618,cell wall
Rv3084,GO:0005886,plasma membrane
Rv3085,GO:0055114,oxidation-reduction process
Rv3086,GO:0005829,cytosol
Rv3087,GO:0005886,plasma membrane
Rv3088,GO:0005886,plasma membrane
Rv3089,GO:0016020,membrane
Rv3095,GO:0003677,DNA binding
Rv3098c,GO:0009368,endopeptidase Clp complex
Rv3100c,GO:0005829,cytosol
Rv3101c,GO:0016021,integral component of membrane
Rv3105c,GO:0005737,cytoplasm
Rv3106,GO:0005618,cell wall
Rv3108,GO:0019540,siderophore biosynthetic process from catechol
Rv3109,GO:0019008,molybdopterin synthase complex
Rv3111,GO:0005576,extracellular region
Rv3118,GO:0008156,negative regulation of DNA replication
Rv3119,GO:0005829,cytosol
Rv3121,GO:0016021,integral component of membrane
Rv3124,GO:0032324,molybdopterin cofactor biosynthetic process
Rv3125c,GO:0016020,membrane
Rv3126c,GO:0005618,cell wall
Rv3127,GO:0005886,plasma membrane
Rv3129,GO:0048037,cofactor binding
Rv3130c,GO:0005886,plasma membrane
Rv3131,GO:0005886,plasma membrane
Rv3132c,GO:0016021,integral component of membrane
Rv3133c,GO:0072493,host cell endosome lumen
Rv3134c,GO:0005886,plasma membrane
Rv3135,GO:0046081,dUTP catabolic process
Rv3136,GO:0005618,cell wall
Rv3137,GO:0005886,plasma membrane
Rv3143,GO:0005618,cell wall
Rv3145,GO:0016021,integral component of membrane
Rv3146,GO:0045272,plasma membrane respiratory chain complex I
Rv3147,GO:0016020,membrane
Rv3148,GO:0016020,membrane
Rv3149,GO:0045272,plasma membrane respiratory chain complex I
Rv3150,GO:0045272,plasma membrane respiratory chain complex I
Rv3151,GO:0016020,membrane
Rv3152,GO:0016021,integral component of membrane
Rv3153,GO:0045272,plasma membrane respiratory chain complex I
Rv3155,GO:0030964,NADH dehydrogenase complex
Rv3156,GO:0016021,integral component of membrane
Rv3157,GO:0045272,plasma membrane respiratory chain complex I
Rv3158,GO:0016021,integral component of membrane
Rv3168,GO:0046677,response to antibiotic
Rv3169,GO:0005886,plasma membrane
Rv3170,GO:0005886,plasma membrane
Rv3171c,GO:0005886,plasma membrane
Rv3172c,GO:0016740,transferase activity
Rv3178,GO:0016020,membrane
Rv3180c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv3181c,GO:0005886,plasma membrane
Rv3193c,GO:0016021,integral component of membrane
Rv3195,GO:0005886,plasma membrane
Rv3196,GO:0005618,cell wall
Rv3196A,GO:0005886,plasma membrane
Rv3197A,GO:0005737,cytoplasm
Rv3198A,GO:0005623,cell
Rv3198c,GO:0033202,DNA helicase complex
Rv3199c,GO:0005886,plasma membrane
Rv3201c,GO:0005886,plasma membrane
Rv3202A,GO:0016021,integral component of membrane
Rv3203,GO:0071468,cellular response to acidic pH
Rv3205c,GO:0005886,plasma membrane
Rv3206c,GO:0016021,integral component of membrane
Rv3207c,GO:0016021,integral component of membrane
Rv3215,GO:0009697,salicylic acid biosynthetic process
Rv3219,GO:0005737,cytoplasm
Rv3220c,GO:0046777,protein autophosphorylation
Rv3221A,GO:1903507,negative regulation of nucleic acid-templated transcription
Rv3221c,GO:0016021,integral component of membrane
Rv3223c,GO:0005618,cell wall
Rv3227,GO:0005886,plasma membrane
Rv3229c,GO:0016020,membrane
Rv3230c,GO:0016020,membrane
Rv3231c,GO:0055114,oxidation-reduction process
Rv3232c,GO:0005886,plasma membrane
Rv3233c,GO:0005886,plasma membrane
Rv3234c,GO:0005886,plasma membrane
Rv3235,GO:0005829,cytosol
Rv3240c,GO:0031522,cell envelope Sec protein transport complex
Rv3241c,GO:0022627,cytosolic small ribosomal subunit
Rv3244c,GO:0016020,membrane
Rv3245c,GO:0016021,integral component of membrane
Rv3246c,GO:0032993,protein-DNA complex
Rv3247c,GO:0005829,cytosol
Rv3248c,GO:0005886,plasma membrane
Rv3260c,GO:0005737,cytoplasm
Rv3261,GO:0052645,F420-0 metabolic process
Rv3262,GO:0005886,plasma membrane
Rv3263,GO:0005886,plasma membrane
Rv3265c,GO:0005886,plasma membrane
Rv3266c,GO:0005829,cytosol
Rv3267,GO:0005886,plasma membrane
Rv3270,GO:0016021,integral component of membrane
Rv3273,GO:0016021,integral component of membrane
Rv3274c,GO:0005886,plasma membrane
Rv3275c,GO:0006189,'de novo' IMP biosynthetic process
Rv3276c,GO:0005886,plasma membrane
Rv3280,GO:0032991,protein-containing complex
Rv3282,GO:0005737,cytoplasm
Rv3283,GO:0005886,plasma membrane
Rv3284,GO:0055114,oxidation-reduction process
Rv3286c,GO:2000142,"regulation of DNA-templated transcription, initiation"
Rv3287c,GO:0045892,"negative regulation of transcription, DNA-templated"
Rv3288c,GO:0016021,integral component of membrane
Rv3290c,GO:0017000,antibiotic biosynthetic process
Rv3292,GO:0051536,iron-sulfur cluster binding
Rv3293,GO:0055114,oxidation-reduction process
Rv3297,GO:0008152,metabolic process
Rv3299c,GO:0005829,cytosol
Rv3300c,GO:0005886,plasma membrane
Rv3301c,GO:0005886,plasma membrane
Rv3302c,GO:0009331,glycerol-3-phosphate dehydrogenase complex
Rv3303c,GO:0005623,cell
Rv3307,GO:0005737,cytoplasm
Rv3309c,GO:0005886,plasma membrane
Rv3312A,GO:0009289,pilus
Rv3313c,GO:0005829,cytosol
Rv3314c,GO:0005829,cytosol
Rv3315c,GO:0005886,plasma membrane
Rv3318,GO:0016020,membrane
Rv3320c,GO:0005576,extracellular region
Rv3321c,GO:0052572,response to host immune response
Rv3324c,GO:0006777,Mo-molybdopterin cofactor biosynthetic process
Rv3328c,GO:2000142,"regulation of DNA-templated transcription, initiation"
Rv3331,GO:0016021,integral component of membrane
Rv3336c,GO:0005886,plasma membrane
Rv3337,GO:0016021,integral component of membrane
Rv3338,GO:0005576,extracellular region
Rv3339c,GO:0005886,plasma membrane
Rv3340,GO:0019346,transsulfuration
Rv3341,GO:0005886,plasma membrane
Rv3342,GO:0032259,methylation
Rv3343c,GO:0052170,suppression by symbiont of host innate immune response
Rv3344c,GO:0005886,plasma membrane
Rv3345c,GO:0003677,DNA binding
Rv3350c,GO:0005618,cell wall
Rv3356c,GO:0005886,plasma membrane
Rv3357,GO:0006355,"regulation of transcription, DNA-templated"
Rv3358,GO:1903507,negative regulation of nucleic acid-templated transcription
Rv3367,GO:0016787,hydrolase activity
Rv3369,GO:0005576,extracellular region
Rv3370c,GO:0005886,plasma membrane
Rv3371,GO:0005886,plasma membrane
Rv3372,GO:0005886,plasma membrane
Rv3375,GO:0005829,cytosol
Rv3376,GO:0016311,dephosphorylation
Rv3377c,GO:0052572,response to host immune response
Rv3378c,GO:0052572,response to host immune response
Rv3382c,GO:0055114,oxidation-reduction process
Rv3384c,GO:0005886,plasma membrane
Rv3385c,GO:0045927,positive regulation of growth
Rv3388,GO:0016021,integral component of membrane
Rv3392c,GO:0005886,plasma membrane
Rv3395c,GO:0016021,integral component of membrane
Rv3396c,GO:0005829,cytosol
Rv3397c,GO:0016117,carotenoid biosynthetic process
Rv3398c,GO:0005737,cytoplasm
Rv3399,GO:0032259,methylation
Rv3400,GO:0016787,hydrolase activity
Rv3401,GO:0005886,plasma membrane
Rv3402c,GO:0005576,extracellular region
Rv3403c,GO:0016021,integral component of membrane
Rv3404c,GO:0005829,cytosol
Rv3405c,GO:0006355,"regulation of transcription, DNA-templated"
Rv3406,GO:0005886,plasma membrane
Rv3407,GO:0045927,positive regulation of growth
Rv3408,GO:0090501,RNA phosphodiester bond hydrolysis
Rv3409c,GO:0055114,oxidation-reduction process
Rv3410c,GO:0005886,plasma membrane
Rv3411c,GO:0005886,plasma membrane
Rv3412,GO:0009368,endopeptidase Clp complex
Rv3413c,GO:0016021,integral component of membrane
Rv3414c,GO:2000142,"regulation of DNA-templated transcription, initiation"
Rv3416,GO:0005737,cytoplasm
Rv3417c,GO:1990220,GroEL-GroES complex
Rv3418c,GO:0005886,plasma membrane
Rv3419c,GO:0005737,cytoplasm
Rv3421c,GO:0005618,cell wall
Rv3422c,GO:0005737,cytoplasm
Rv3423.1,GO:0042025,host cell nucleus
Rv3423c,GO:0030632,D-alanine biosynthetic process
Rv3424c,GO:0005886,plasma membrane
Rv3425,GO:0009986,cell surface
Rv3426,GO:0005886,plasma membrane
Rv3427c,GO:0005886,plasma membrane
Rv3428c,GO:0005886,plasma membrane
Rv3429,GO:0032324,molybdopterin cofactor biosynthetic process
Rv3433c,GO:0110051,metabolite repair
Rv3434c,GO:0016021,integral component of membrane
Rv3436c,GO:0005886,plasma membrane
Rv3441c,GO:0005829,cytosol
Rv3442c,GO:0022627,cytosolic small ribosomal subunit
Rv3443c,GO:0022625,cytosolic large ribosomal subunit
Rv3447c,GO:0016021,integral component of membrane
Rv3448,GO:0016021,integral component of membrane
Rv3450c,GO:0016021,integral component of membrane
Rv3451,GO:0005576,extracellular region
Rv3454,GO:0016021,integral component of membrane
Rv3455c,GO:0005618,cell wall
Rv3456c,GO:0015934,large ribosomal subunit
Rv3457c,GO:0005886,plasma membrane
Rv3458c,GO:0015935,small ribosomal subunit
Rv3459c,GO:0022627,cytosolic small ribosomal subunit
Rv3460c,GO:0015935,small ribosomal subunit
Rv3461c,GO:0005840,ribosome
Rv3462c,GO:0005886,plasma membrane
Rv3464,GO:0005618,cell wall
Rv3465,GO:0045226,extracellular polysaccharide biosynthetic process
Rv3470c,GO:0009099,valine biosynthetic process
Rv3479,GO:0016021,integral component of membrane
Rv3480c,GO:0005886,plasma membrane
Rv3485c,GO:0005886,plasma membrane
Rv3487c,GO:0052572,response to host immune response
Rv3490,GO:0005886,plasma membrane
Rv3496c,GO:0005618,cell wall
Rv3506,GO:0005886,plasma membrane
Rv3507,GO:0005886,plasma membrane
Rv3508,GO:0016021,integral component of membrane
Rv3509c,GO:0005886,plasma membrane
Rv3511,GO:0016021,integral component of membrane
Rv3512,GO:0031012,extracellular matrix
Rv3514,GO:0005886,plasma membrane
Rv3515c,GO:0005618,cell wall
Rv3516,GO:0052572,response to host immune response
Rv3518c,GO:0005618,cell wall
Rv3520c,GO:0005886,plasma membrane
Rv3521,GO:0090501,RNA phosphodiester bond hydrolysis
Rv3526,GO:0070723,response to cholesterol
Rv3532,GO:0005886,plasma membrane
Rv3533c,GO:0005886,plasma membrane
Rv3534c,GO:0005618,cell wall
Rv3535c,GO:0055114,oxidation-reduction process
Rv3537,GO:0005886,plasma membrane
Rv3539,GO:0005886,plasma membrane
Rv3542c,GO:0016021,integral component of membrane
Rv3543c,GO:0055114,oxidation-reduction process
Rv3545c,GO:0055114,oxidation-reduction process
Rv3547,GO:0016020,membrane
Rv3551,GO:0044117,growth of symbiont in host
Rv3552,GO:0044117,growth of symbiont in host
Rv3554,GO:0016021,integral component of membrane
Rv3557c,GO:0006355,"regulation of transcription, DNA-templated"
Rv3563,GO:0055114,oxidation-reduction process
Rv3566c,GO:0005886,plasma membrane
Rv3567c,GO:0055114,oxidation-reduction process
Rv3568c,GO:0070723,response to cholesterol
Rv3569c,GO:0005886,plasma membrane
Rv3570c,GO:0005886,plasma membrane
Rv3571,GO:0071766,Actinobacterium-type cell wall biogenesis
Rv3574,GO:0006355,"regulation of transcription, DNA-templated"
Rv3577,GO:0005886,plasma membrane
Rv3579c,GO:0005829,cytosol
Rv3580c,GO:0005829,cytosol
Rv3581c,GO:0051483,"terpenoid biosynthetic process, mevalonate-independent"
Rv3582c,GO:0005886,plasma membrane
Rv3583c,GO:0040009,regulation of growth rate
Rv3584,GO:0016020,membrane
Rv3585,GO:0005829,cytosol
Rv3586,GO:0019932,second-messenger-mediated signaling
Rv3587c,GO:0016021,integral component of membrane
Rv3588c,GO:0015976,carbon utilization
Rv3589,GO:0005886,plasma membrane
Rv3590c,GO:0005737,cytoplasm
Rv3591c,GO:0016787,hydrolase activity
Rv3592,GO:0005886,plasma membrane
Rv3595c,GO:0005886,plasma membrane
Rv3596c,GO:0005886,plasma membrane
Rv3597c,GO:0009295,nucleoid
Rv3598c,GO:0005829,cytosol
Rv3600c,GO:0005886,plasma membrane
Rv3601c,GO:0005829,cytosol
Rv3602c,GO:0005829,cytosol
Rv3606c,GO:0046656,folic acid biosynthetic process
Rv3607c,GO:0005737,cytoplasm
Rv3608c,GO:0005829,cytosol
Rv3609c,GO:0005737,cytoplasm
Rv3610c,GO:0016021,integral component of membrane
Rv3611,GO:0032259,methylation
Rv3614c,GO:0005886,plasma membrane
Rv3615c,GO:0005618,cell wall
Rv3616c,GO:0005886,plasma membrane
Rv3619c,GO:0005618,cell wall
Rv3620c,GO:0005576,extracellular region
Rv3621c,GO:0016021,integral component of membrane
Rv3624c,GO:0005737,cytoplasm
Rv3625c,GO:0005737,cytoplasm
Rv3627c,GO:0005576,extracellular region
Rv3628,GO:0044228,host cell surface
Rv3630,GO:0016021,integral component of membrane
Rv3631,GO:0005886,plasma membrane
Rv3633,GO:0005886,plasma membrane
Rv3634c,GO:0005886,plasma membrane
Rv3644c,GO:0005829,cytosol
Rv3645,GO:0016021,integral component of membrane
Rv3646c,GO:0005886,plasma membrane
Rv3648c,GO:0005737,cytoplasm
Rv3653,GO:0009986,cell surface
Rv3654c,GO:0030430,host cell cytoplasm
Rv3655c,GO:0030430,host cell cytoplasm
Rv3657c,GO:0016021,integral component of membrane
Rv3659c,GO:0005737,cytoplasm
Rv3660c,GO:0009898,cytoplasmic side of plasma membrane
Rv3661,GO:0016021,integral component of membrane
Rv3664c,GO:0016021,integral component of membrane
Rv3667,GO:0005886,plasma membrane
Rv3671c,GO:0016021,integral component of membrane
Rv3673c,GO:0016021,integral component of membrane
Rv3674c,GO:0005886,plasma membrane
Rv3676,GO:0005886,plasma membrane
Rv3679,GO:0005886,plasma membrane
Rv3681c,GO:0005737,cytoplasm
Rv3684,GO:0005886,plasma membrane
Rv3685c,GO:0005886,plasma membrane
Rv3687c,GO:0045893,"positive regulation of transcription, DNA-templated"
Rv3691,GO:0016021,integral component of membrane
Rv3692,GO:0016887,ATPase activity
Rv3696c,GO:0005829,cytosol
Rv3697A,GO:0044205,'de novo' UMP biosynthetic process
Rv3697c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv3698,GO:0003824,catalytic activity
Rv3700c,GO:0052704,"ergothioneine biosynthesis from histidine via N-alpha,N-alpha,N-alpha-trimethyl-L-histidine"
Rv3701c,GO:0005886,plasma membrane
Rv3702c,GO:0061672,glutathione hydrolase complex
Rv3703c,GO:0055114,oxidation-reduction process
Rv3704c,GO:0005886,plasma membrane
Rv3706c,GO:0016021,integral component of membrane
Rv3707c,GO:0005886,plasma membrane
Rv3708c,GO:0005886,plasma membrane
Rv3709c,GO:0005886,plasma membrane
Rv3710,GO:0005886,plasma membrane
Rv3713,GO:0009236,cobalamin biosynthetic process
Rv3715c,GO:0006974,cellular response to DNA damage stimulus
Rv3716c,GO:0043590,bacterial nucleoid
Rv3717,GO:0042597,periplasmic space
Rv3721c,GO:0009360,DNA polymerase III complex
Rv3724A,GO:0016787,hydrolase activity
Rv3724B,GO:0016787,hydrolase activity
Rv3727,GO:0005886,plasma membrane
Rv3728,GO:0016021,integral component of membrane
Rv3729,GO:0051536,iron-sulfur cluster binding
Rv3731,GO:0005737,cytoplasm
Rv3734c,GO:0005886,plasma membrane
Rv3738c,GO:0016021,integral component of membrane
Rv3740c,GO:0005886,plasma membrane
Rv3743c,GO:0016021,integral component of membrane
Rv3744,GO:0006355,"regulation of transcription, DNA-templated"
Rv3749c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv3753c,GO:0005737,cytoplasm
Rv3760,GO:0016021,integral component of membrane
Rv3762c,GO:0018909,dodecyl sulfate metabolic process
Rv3763,GO:0097691,bacterial extracellular vesicle
Rv3764c,GO:0016021,integral component of membrane
Rv3765c,GO:0032993,protein-DNA complex
Rv3767c,GO:0005886,plasma membrane
Rv3772,GO:0009058,biosynthetic process
Rv3777,GO:0005886,plasma membrane
Rv3778c,GO:0005886,plasma membrane
Rv3780,GO:0022624,proteasome accessory complex
Rv3782,GO:0016020,membrane
Rv3785,GO:0005829,cytosol
Rv3786c,GO:0005886,plasma membrane
Rv3787c,GO:0032259,methylation
Rv3788,GO:0032784,"regulation of DNA-templated transcription, elongation"
Rv3789,GO:0016021,integral component of membrane
Rv3790,GO:0042597,periplasmic space
Rv3791,GO:0042597,periplasmic space
Rv3792,GO:0016021,integral component of membrane
Rv3793,GO:0016021,integral component of membrane
Rv3794,GO:0016021,integral component of membrane
Rv3795,GO:0016021,integral component of membrane
Rv3801c,GO:0005886,plasma membrane
Rv3803c,GO:0005576,extracellular region
Rv3804c,GO:0005886,plasma membrane
Rv3805c,GO:0016021,integral component of membrane
Rv3806c,GO:0016021,integral component of membrane
Rv3807c,GO:0016021,integral component of membrane
Rv3808c,GO:0016020,membrane
Rv3809c,GO:0005886,plasma membrane
Rv3810,GO:0016021,integral component of membrane
Rv3818,GO:0055114,oxidation-reduction process
Rv3820c,GO:0046506,sulfolipid biosynthetic process
Rv3823c,GO:0016021,integral component of membrane
Rv3824c,GO:0046506,sulfolipid biosynthetic process
Rv3825c,GO:0005886,plasma membrane
Rv3826,GO:0016021,integral component of membrane
Rv3827c,GO:0005886,plasma membrane
Rv3828c,GO:0006310,DNA recombination
Rv3834c,GO:0005886,plasma membrane
Rv3835,GO:0016021,integral component of membrane
Rv3838c,GO:0005737,cytoplasm
Rv3841,GO:0005886,plasma membrane
Rv3842c,GO:0006629,lipid metabolic process
Rv3846,GO:0042597,periplasmic space
Rv3848,GO:0016021,integral component of membrane
Rv3849,GO:0009295,nucleoid
Rv3853,GO:0051252,regulation of RNA metabolic process
Rv3854c,GO:0016020,membrane
Rv3855,GO:0005829,cytosol
Rv3858c,GO:0016020,membrane
Rv3859c,GO:0005886,plasma membrane
Rv3861,GO:0005618,cell wall
Rv3862c,GO:0005737,cytoplasm
Rv3863,GO:0005886,plasma membrane
Rv3864,GO:0016021,integral component of membrane
Rv3865,GO:0005618,cell wall
Rv3866,GO:0005886,plasma membrane
Rv3867,GO:0005886,plasma membrane
Rv3868,GO:0005886,plasma membrane
Rv3869,GO:0016021,integral component of membrane
Rv3870,GO:0016021,integral component of membrane
Rv3871,GO:0005886,plasma membrane
Rv3872,GO:0009986,cell surface
Rv3873,GO:0016020,membrane
Rv3874,GO:0044228,host cell surface
Rv3875,GO:0044228,host cell surface
Rv3876,GO:0009898,cytoplasmic side of plasma membrane
Rv3877,GO:0016021,integral component of membrane
Rv3878,GO:0005576,extracellular region
Rv3879c,GO:0005886,plasma membrane
Rv3880c,GO:0005886,plasma membrane
Rv3881c,GO:0005576,extracellular region
Rv3882c,GO:0016021,integral component of membrane
Rv3884c,GO:0005737,cytoplasm
Rv3885c,GO:0016021,integral component of membrane
Rv3886c,GO:0016021,integral component of membrane
Rv3887c,GO:0016021,integral component of membrane
Rv3889c,GO:0005737,cytoplasm
Rv3890c,GO:0005576,extracellular region
Rv3891c,GO:0005576,extracellular region
Rv3892c,GO:0005886,plasma membrane
Rv3895c,GO:0016021,integral component of membrane
Rv3896c,GO:0032259,methylation
Rv3903c,GO:0046930,pore complex
Rv3904c,GO:0005576,extracellular region
Rv3905c,GO:0005576,extracellular region
Rv3908,GO:0046872,metal ion binding
Rv3910,GO:0016021,integral component of membrane
Rv3911,GO:0005886,plasma membrane
Rv3912,GO:0016021,integral component of membrane
Rv3913,GO:0005829,cytosol
Rv3914,GO:0005886,plasma membrane
Rv3915,GO:0042597,periplasmic space
Rv3916c,GO:0005886,plasma membrane
Rv3917c,GO:0060187,cell pole
Rv3918c,GO:0043590,bacterial nucleoid
Rv3919c,GO:0005886,plasma membrane
Rv3920c,GO:0005886,plasma membrane
Rv3921c,GO:0016021,integral component of membrane
Rv3922c,GO:0016020,membrane
Rv3923c,GO:0030677,ribonuclease P complex
Rv3924c,GO:0005840,ribosome
